NAME,GP,ROLE,COUNTRY,FIBA_CLASS,FIBA_YEAR,POSS,PTS,PPP,AST,TO,FG%,3FG_ATT,3FG%,EFG%,TOT_REB,FT_ATT,FT%,STL_BLK,AST_TO,PTS/G_career,AST_career,TRB_career,STL_BLK_career,G_career,PER_career,best_season,bestteam,bestconf,PTS/G_best,AST_best,TRB_best,STL_BLK_best,PER_best,made_d1,bestteam_rank,team_mult,conf_mult,league_adj_best
Rosalie Mercille,7,Playmaking wing,Canada,U19,2021,6.6,4.6,0.696,1.0,0.9,29.7%,3.6,28.0%,39.2%,3.6,0.9,50.0%,1.0,1.17,5.9,0.9,1.7,0.5,83.0,4.3,2023-24,Monmouth,CAA,6.4,0.9,2.0,0.5,5.1,1.0,251.5,0.997125,1.0,5.0853375
Brynn Masikewich,7,Stretch big,Canada,U19,2019,7.9,7.1,0.909,0.7,1.4,46.3%,2.1,40.0%,53.7%,6.0,1.1,75.0%,0.3,0.50,2.5,0.3,2.4,0.4,58.0,3.2,2023-24,DePaul,Big East,3.9,0.4,3.2,0.5,4.6,1.0,51.0,1.04725,1.05,5.0582175000000005
Lilly Taulelei,6,Stretch big,New Zealand,U16,2022,12.3,8.3,0.676,1.8,2.8,39.2%,0.7,25.0%,40.2%,6.2,2.0,75.0%,0.3,0.65,3.9,0.7,1.4,0.6,74.0,3.1,2023-24,Massachusetts,A-10,6.7,1.2,2.5,1.0,4.9,1.0,164.0,1.019,1.01,5.043031
Lilly Taulelei,6,Stretch big,New Zealand,U16,2023,12.3,8.3,0.676,1.8,2.8,39.2%,0.7,25.0%,40.2%,6.2,2.0,75.0%,0.3,0.65,3.9,0.7,1.4,0.6,74.0,3.1,2023-24,Massachusetts,A-10,6.7,1.2,2.5,1.0,4.9,1.0,164.0,1.019,1.01,5.043031
Clara Rosini,7,,Italy,U18,2019,4.4,2.1,0.484,0.4,0.7,26.1%,0.4,0.0%,26.1%,0.9,1.0,42.9%,0.1,0.60,2.2,0.8,2.5,0.5,119.0,2.7,2023-24,McNeese,Southland,3.7,1.3,4.7,0.6,5.3,1.0,317.5,0.980625,0.97,5.041393125
Alice Curman,7,Playmaking wing,Sweden,U18,2023,4.6,3.0,0.656,0.9,1.1,39.1%,0.9,16.7%,41.3%,3.3,0.3,100.0%,0.7,0.75,5.5,1.9,2.9,1.0,27.0,4.9,2024-25,Southern Ill.,MVC,5.5,1.9,2.9,1.0,4.9,1.0,170.5,1.017375,1.01,5.034988875000001
Alice Curman,7,Playmaking wing,Sweden,U20,2025,5.3,3.7,0.703,1.7,0.9,35.5%,2.0,28.6%,41.9%,1.6,0.0,-,1.1,2.00,5.5,1.9,2.9,1.0,27.0,4.9,2024-25,Southern Ill.,MVC,5.5,1.9,2.9,1.0,4.9,1.0,170.5,1.017375,1.01,5.034988875000001
Lydia Chatira,4,Secondary ball handler,Greece,U16,2021,10.3,5.3,0.512,1.3,2.3,26.1%,0.5,50.0%,28.3%,4.0,4.5,44.4%,3.3,0.56,2.2,1.2,2.5,0.9,50.0,3.7,2024-25,Harvard,Ivy,2.8,1.4,2.9,1.1,4.8,1.0,100.0,1.035,1.01,5.0176799999999995
Lydia Chatira,7,Playmaking wing,Greece,U16,2022,12.0,7.4,0.619,3.0,1.1,28.1%,1.6,27.3%,30.5%,5.7,3.7,50.0%,4.0,2.63,2.2,1.2,2.5,0.9,50.0,3.7,2024-25,Harvard,Ivy,2.8,1.4,2.9,1.1,4.8,1.0,100.0,1.035,1.01,5.0176799999999995
Lydia Chatira,6,Playmaking ball handler,Greece,U18,2023,12.7,10.0,0.789,3.0,2.7,30.4%,2.0,33.3%,34.8%,5.0,4.8,96.6%,2.0,1.13,2.2,1.2,2.5,0.9,50.0,3.7,2024-25,Harvard,Ivy,2.8,1.4,2.9,1.1,4.8,1.0,100.0,1.035,1.01,5.0176799999999995
Lydia Chatira,7,Scoring ball handler,Greece,U18,2024,13.3,9.1,0.688,2.7,1.9,29.9%,2.1,20.0%,32.1%,5.4,3.9,77.8%,2.4,1.46,2.2,1.2,2.5,0.9,50.0,3.7,2024-25,Harvard,Ivy,2.8,1.4,2.9,1.1,4.8,1.0,100.0,1.035,1.01,5.0176799999999995
Kate Deeble,5,Playmaking wing,Australia,U17,2019,11.2,10.8,0.964,2.8,2.0,50.0%,3.8,36.8%,58.0%,2.6,1.0,60.0%,2.0,1.40,5.2,1.9,1.3,0.9,38.0,3.8,2023-24,Wake Forest,ACC,5.9,2.1,1.5,1.1,4.3,1.0,89.0,1.03775,1.12,4.9978039999999995
Kate Deeble,7,Playmaking wing,Australia,U19,2018,11.6,9.3,0.802,2.6,2.6,40.7%,5.1,41.7%,53.4%,4.0,1.3,22.2%,1.7,1.00,5.2,1.9,1.3,0.9,38.0,3.8,2023-24,Wake Forest,ACC,5.9,2.1,1.5,1.1,4.3,1.0,89.0,1.03775,1.12,4.9978039999999995
Micaela Carter,6,Slashing wing,Canada,U16,2021,5.3,1.5,0.281,0.7,1.0,12.5%,1.7,10.0%,14.6%,1.5,0.7,50.0%,0.8,0.67,3.7,1.0,1.7,0.8,92.0,2.5,2025-26,Hofstra,CAA,5.9,1.2,2.2,0.7,5.0,1.0,267.5,0.993125,1.0,4.965624999999999
Lara Langermann,2,,Germany,U16,2021,7.0,3.5,0.500,0.0,2.5,33.3%,1.5,33.3%,41.7%,0.0,2.5,40.0%,0.0,0.00,4.4,1.1,1.7,0.5,91.0,3.0,2025-26,Albany (NY),AmEast,7.4,1.8,2.2,0.6,4.9,1.0,190.0,1.0125,0.98,4.862025
Lara Langermann,7,Playmaking wing,Germany,U18,2023,7.3,4.4,0.608,0.9,1.0,26.8%,3.3,21.7%,32.9%,0.9,0.9,66.7%,0.9,0.86,4.4,1.1,1.7,0.5,91.0,3.0,2025-26,Albany (NY),AmEast,7.4,1.8,2.2,0.6,4.9,1.0,190.0,1.0125,0.98,4.862025
Lara Langermann,13,Playmaking wing,Germany,U20,2024,3.8,2.8,0.720,0.9,0.7,29.7%,2.2,28.6%,40.5%,0.8,0.6,75.0%,0.5,1.33,4.4,1.1,1.7,0.5,91.0,3.0,2025-26,Albany (NY),AmEast,7.4,1.8,2.2,0.6,4.9,1.0,190.0,1.0125,0.98,4.862025
Caterina Piatti,7,Stretch big,Italy,U16,2022,14.1,7.4,0.525,1.1,2.6,26.7%,3.7,19.2%,30.0%,5.7,1.9,53.8%,1.0,0.44,4.5,0.6,2.9,0.8,33.0,4.1,2025-26,Florida,SEC,4.5,0.6,2.9,0.8,4.1,1.0,55.5,1.046125,1.13,4.846697124999999
Caterina Piatti,7,Post-up big,Italy,U18,2023,10.1,6.7,0.662,0.1,2.1,35.4%,0.6,25.0%,36.5%,5.3,2.3,75.0%,0.9,0.07,4.5,0.6,2.9,0.8,33.0,4.1,2025-26,Florida,SEC,4.5,0.6,2.9,0.8,4.1,1.0,55.5,1.046125,1.13,4.846697124999999
Caterina Piatti,7,Stretch big,Italy,U18,2024,9.4,5.6,0.591,1.3,1.3,26.4%,2.9,15.0%,29.2%,3.3,1.1,100.0%,1.6,1.00,4.5,0.6,2.9,0.8,33.0,4.1,2025-26,Florida,SEC,4.5,0.6,2.9,0.8,4.1,1.0,55.5,1.046125,1.13,4.846697124999999
Caterina Piatti,7,Stretch big,Italy,U20,2025,4.1,3.3,0.793,1.1,0.3,38.5%,0.4,33.3%,40.4%,1.6,0.3,100.0%,0.4,4.00,4.5,0.6,2.9,0.8,33.0,4.1,2025-26,Florida,SEC,4.5,0.6,2.9,0.8,4.1,1.0,55.5,1.046125,1.13,4.846697124999999
Neferatali Notoa,5,Spot-up shooting wing,Australia,U17,2019,5.2,5.6,1.077,1.2,0.6,50.0%,1.8,44.4%,59.1%,1.2,0.4,100.0%,0.8,2.00,3.7,1.2,2.0,0.7,48.0,3.3,2020-21,Oklahoma St.,Big 12,4.3,1.3,2.1,0.9,4.0,1.0,36.5,1.050875,1.13,4.749955
Vitolia Tuilave,5,,New Zealand,U18,2022,3.8,3.6,0.947,0.2,1.2,69.2%,0.0,-,69.2%,3.2,0.0,-,1.6,0.17,3.5,0.7,3.8,0.9,30.0,4.8,2023-24,Wofford,Southern,3.5,0.7,3.8,0.9,4.8,1.0,246.5,0.998375,0.98,4.696356
Chloe Emanga,7,Slashing wing,Germany,U20,2025,7.4,5.7,0.769,0.3,1.3,40.5%,1.1,50.0%,45.2%,1.6,0.3,100.0%,1.0,0.22,5.6,0.9,3.3,1.1,29.0,4.6,2025-26,Seattle,WCC,5.6,0.9,3.3,1.1,4.6,1.0,274.0,0.9915,1.02,4.652117999999999
Summer Bostock,6,Spot-up shooting wing,Canada,U16,2021,12.0,7.7,0.639,1.3,1.7,29.3%,4.8,13.8%,32.8%,3.7,1.5,88.9%,3.0,0.80,3.4,0.4,2.1,0.8,40.0,3.5,2024-25,Houston,Big 12,4.1,0.4,2.4,1.0,3.9,1.0,97.0,1.03575,1.13,4.564550249999999
Summer Bostock,7,Spot-up shooting wing,Canada,U17,2022,9.9,5.7,0.58,1.0,2.1,26.9%,4.9,23.5%,34.6%,2.4,0.6,100.0%,0.7,0.47,3.4,0.4,2.1,0.8,40.0,3.5,2024-25,Houston,Big 12,4.1,0.4,2.4,1.0,3.9,1.0,97.0,1.03575,1.13,4.564550249999999
Stella Szabo,7,Playmaking wing,Sweden,U18,2022,12.1,6.3,0.518,2.1,2.7,25.4%,3.4,29.2%,31.0%,3.0,0.9,83.3%,1.3,0.79,3.0,0.6,2.1,0.6,52.0,2.8,2025-26,Pacific,WCC,4.3,0.8,2.8,0.8,4.3,1.0,151.0,1.02225,1.02,4.4835885
Julia Nystrom,8,Playmaking wing,Sweden,U18,2019,10.5,4.6,0.440,2.9,2.4,21.9%,5.3,19.0%,28.1%,2.9,0.4,33.3%,1.5,1.21,3.9,1.7,1.4,0.7,99.0,4.1,2022-23,Saint Joseph's,A-10,3.9,1.2,1.3,0.7,4.3,1.0,116.5,1.030875,1.01,4.477090125
Amelia Sandie,8,Slashing wing,Great Britain,U18,2019,7.8,4.5,0.581,0.8,1.4,32.7%,0.5,50.0%,34.7%,2.1,0.8,33.3%,0.3,0.55,4.5,1.9,2.3,0.8,50.0,3.6,2022-23,Nicholls St.,Southland,7.2,2.0,2.9,0.6,4.6,1.0,283.0,0.98925,0.97,4.4140334999999995
Kati Ollilainen,5,Playmaking ball handler,Finland,U16,2019,16.4,13.2,0.805,3.4,3.2,43.1%,2.6,38.5%,47.4%,7.6,3.4,64.7%,0.8,1.06,3.3,1.2,1.6,0.3,61.0,3.6,2024-25,Wyoming,MWC,3.7,1.2,2.0,0.4,4.2,1.0,103.0,1.03425,1.01,4.3872884999999995
Kati Ollilainen,9,Playmaking ball handler,Finland,U20,2022,12.7,10.1,0.798,3.6,3.0,41.9%,3.3,30.0%,48.0%,3.6,3.2,69.0%,1.9,1.19,3.3,1.2,1.6,0.3,61.0,3.6,2024-25,Wyoming,MWC,3.7,1.2,2.0,0.4,4.2,1.0,103.0,1.03425,1.01,4.3872884999999995
Kati Ollilainen,7,Secondary ball handler,Finland,U20,2023,12.4,11.6,0.931,2.6,2.6,48.3%,3.4,33.3%,55.0%,6.1,3.0,71.4%,0.7,1.00,3.3,1.2,1.6,0.3,61.0,3.6,2024-25,Wyoming,MWC,3.7,1.2,2.0,0.4,4.2,1.0,103.0,1.03425,1.01,4.3872884999999995
Ayla Mcdowell,6,Dynamic shooting wing,Brazil,U19,2025,22.7,16.8,0.743,1.3,3.0,29.4%,8.2,28.6%,36.3%,4.5,5.7,79.4%,3.0,0.44,4.1,0.2,1.4,0.7,36.0,3.6,2025-26,South Carolina,SEC,4.1,0.2,1.4,0.7,3.6,1.0,3.0,1.05925,1.13,4.309029
Ana Haklicka,12,Playmaking wing,Croatia,U18,2019,4.1,1.1,0.265,0.4,1.4,16.7%,1.3,6.3%,18.3%,0.7,0.3,50.0%,0.3,0.29,4.9,1.8,3.1,0.9,68.0,2.9,2022-23,Chicago St.,Ind,5.4,2.4,4.8,1.1,4.5,1.0,346.0,0.9735,0.97,4.2493275
Mina Djurdjevic,7,Stretch big,Serbia,U16,2022,8.4,6.4,0.763,1.0,1.1,35.0%,1.0,42.9%,38.8%,4.7,3.3,60.9%,1.9,0.88,4.6,0.3,2.9,0.8,28.0,4.2,2025-26,Jacksonville St.,CUSA,4.6,0.3,2.9,0.8,4.2,1.0,217.0,1.00575,1.0,4.22415
Mina Djurdjevic,4,,Serbia,U18,2023,4.0,2.8,0.688,0.5,0.5,35.7%,0.8,33.3%,39.3%,1.8,0.3,0.0%,0.0,1.00,4.6,0.3,2.9,0.8,28.0,4.2,2025-26,Jacksonville St.,CUSA,4.6,0.3,2.9,0.8,4.2,1.0,217.0,1.00575,1.0,4.22415
Wilma Sorensen,7,Secondary ball handler,Sweden,U18,2022,5.0,0.7,0.143,2.3,2.3,6.3%,0.9,0.0%,6.3%,1.4,0.9,50.0%,1.0,1.00,3.5,1.5,2.6,0.5,31.0,4.4,2023-24,FDU,NEC,3.5,1.5,2.6,0.5,4.4,1.0,287.5,0.988125,0.97,4.217317499999999
Holly Winterburn,6,Secondary ball handler,Great Britain,U20,2019,21.0,17.7,0.841,4.8,2.2,36.7%,6.5,25.6%,41.8%,4.8,5.7,70.6%,3.2,2.23,3.4,0.8,1.5,0.6,28.0,3.5,2019-20,Oregon,Pac-12,3.4,0.8,1.5,0.6,3.5,1.0,19.0,1.05525,1.14,4.2104475
Ruby Vlahov,6,,Australia,U19,2023,3.2,2.8,0.895,0.7,0.5,43.8%,1.0,50.0%,53.1%,2.2,0.0,-,0.2,1.33,2.8,0.6,2.4,0.8,30.0,4.0,2023-24,Saint Mary's,WCC,2.8,0.6,2.4,0.8,4.0,1.0,140.5,1.024875,1.02,4.18149
Sumer Lee,6,Slashing wing,Canada,U16,2021,7.2,4.5,0.628,1.7,1.7,35.5%,1.8,27.3%,40.3%,3.5,0.7,50.0%,1.5,1.00,1.9,1.8,1.5,0.5,74.0,2.6,2024-25,DePaul,Big East,2.6,2.8,2.3,0.8,3.8,1.0,51.0,1.04725,1.05,4.1785274999999995
Sumer Lee,7,Slashing wing,Canada,U17,2022,7.4,5.3,0.712,0.6,1.3,33.3%,1.7,8.3%,34.7%,1.9,2.3,75.0%,1.1,0.44,1.9,1.8,1.5,0.5,74.0,2.6,2024-25,DePaul,Big East,2.6,2.8,2.3,0.8,3.8,1.0,51.0,1.04725,1.05,4.1785274999999995
Jade Crook,5,Rim-finishing big,Australia,U16,2023,13.2,9.8,0.742,1.4,1.2,40.0%,0.2,0.0%,40.0%,10.6,2.2,45.5%,2.0,1.17,3.1,0.3,2.0,0.5,33.0,3.5,2025-26,Colorado,Big 12,3.1,0.3,2.0,0.5,3.5,1.0,44.0,1.049,1.13,4.148794999999999
Jade Crook,7,Post-up big,Australia,U17,2024,6.0,4.9,0.81,0.3,1.1,45.2%,0.1,0.0%,45.2%,3.7,1.0,85.7%,1.0,0.25,3.1,0.3,2.0,0.5,33.0,3.5,2025-26,Colorado,Big 12,3.1,0.3,2.0,0.5,3.5,1.0,44.0,1.049,1.13,4.148794999999999
Lena Bilic,7,Playmaking wing,Croatia,U16,2023,15.1,12.1,0.802,1.6,2.0,34.1%,5.4,34.2%,41.8%,4.1,2.4,82.4%,2.0,0.79,3.0,0.6,1.4,0.7,33.0,3.5,2025-26,UCLA,Big Ten,3.0,0.6,1.4,0.7,3.5,1.0,10.0,1.0575,1.12,4.1453999999999995
Lena Bilic,7,Secondary ball handler,Croatia,U16,2024,22.9,18.1,0.794,7.1,3.9,38.0%,5.3,27.0%,42.1%,6.3,4.6,78.1%,4.6,1.85,3.0,0.6,1.4,0.7,33.0,3.5,2025-26,UCLA,Big Ten,3.0,0.6,1.4,0.7,3.5,1.0,10.0,1.0575,1.12,4.1453999999999995
Lucia Decortes,7,,Italy,U20,2019,3.3,0.7,0.217,0.3,0.4,5.9%,0.0,-,5.9%,1.7,0.9,50.0%,1.4,0.67,3.5,0.8,3.1,1.5,111.0,5.2,2022-23,Albany (NY),AmEast,1.9,0.6,2.4,1.4,4.1,1.0,190.0,1.0125,0.98,4.068225
Ruby Porter,6,Playmaking wing,Australia,U17,2018,4.2,2.7,0.64,1.5,0.7,35.0%,1.5,11.1%,37.5%,1.5,0.3,50.0%,0.8,2.25,3.1,1.2,1.4,0.4,50.0,2.5,2020-21,Nebraska,Big Ten,4.7,1.4,2.2,0.4,3.4,1.0,39.5,1.050125,1.12,3.998876
Hilke Feldrappe,7,Stretch big,Germany,U18,2022,9.7,5.0,0.515,1.1,1.4,26.4%,2.1,13.3%,28.3%,3.3,1.6,45.5%,0.9,0.80,2.2,0.5,1.4,0.5,79.0,2.3,2025-26,Columbia,Ivy,3.4,0.5,2.0,0.8,3.7,1.0,108.0,1.033,1.01,3.860321
Hilke Feldrappe,12,Slashing wing,Germany,U20,2024,10.8,7.4,0.690,1.8,2.3,35.6%,1.8,36.4%,40.0%,2.5,2.2,65.4%,1.7,0.75,2.2,0.5,1.4,0.5,79.0,2.3,2025-26,Columbia,Ivy,3.4,0.5,2.0,0.8,3.7,1.0,108.0,1.033,1.01,3.860321
Precious Omoshola,3,,Great Britain,U20,2024,8.0,7.0,0.875,0.7,2.7,69.2%,0.0,-,69.2%,5.0,2.7,37.5%,0.7,0.25,2.1,0.2,2.4,0.6,51.0,2.8,2025-26,Fordham,A-10,2.5,0.3,3.1,0.7,3.7,1.0,122.5,1.029375,1.01,3.846774375
Nikola Zdenkova,5,Secondary ball handler,Czechia,U18,2021,10.8,7.0,0.648,2.8,1.8,31.8%,4.4,18.2%,36.4%,3.2,0.6,100.0%,0.4,1.56,5.6,0.9,0.8,0.4,75.0,3.2,2025-26,Saint Peter's,MAAC,6.6,0.8,0.9,0.6,3.9,1.0,330.0,0.9775,0.98,3.736005
Emma Koabel,6,Dynamic shooting wing,Canada,U18,2022,11.7,10.3,0.886,2.7,1.2,32.2%,7.3,38.6%,46.6%,2.7,1.8,63.6%,1.3,2.29,2.3,0.7,1.0,0.8,68.0,2.6,2023-24,Duke,ACC,3.0,0.7,1.1,1.0,3.1,1.0,16.5,1.055875,1.12,3.665998
Emma Koabel,7,Dynamic shooting wing,Canada,U19,2021,6.9,5.3,0.771,0.6,0.7,31.0%,4.1,31.0%,41.7%,1.3,0.3,100.0%,0.4,0.80,2.3,0.7,1.0,0.8,68.0,2.6,2023-24,Duke,ACC,3.0,0.7,1.1,1.0,3.1,1.0,16.5,1.055875,1.12,3.665998
Emma Koabel,5,,Canada,U19,2023,3.2,3.2,1.0,1.0,0.6,46.2%,1.8,44.4%,61.5%,0.8,0.0,-,0.8,1.67,2.3,0.7,1.0,0.8,68.0,2.6,2023-24,Duke,ACC,3.0,0.7,1.1,1.0,3.1,1.0,16.5,1.055875,1.12,3.665998
Paige Martin,8,Slashing wing,Great Britain,U16,2019,9.0,5.6,0.625,0.6,2.1,40.0%,0.3,0.0%,40.0%,4.6,2.5,45.0%,1.4,0.29,1.4,0.2,1.6,0.4,73.0,1.9,2023-24,Stonehill,NEC,2.7,0.4,2.8,0.8,3.8,1.0,341.0,0.97475,0.97,3.5929284999999997
Zoe Jackson,5,,Australia,U16,2023,3.8,4.0,1.053,0.4,0.4,60.0%,0.0,-,60.0%,3.0,0.8,50.0%,0.8,1.00,4.7,1.7,2.0,0.6,104.0,3.5,2021-22,Butler,Big East,6.8,3.0,2.6,0.6,3.3,1.0,114.5,1.031375,1.05,3.573714375
Zoe Jackson,4,,Australia,U17,2024,3.3,2.3,0.692,0.0,0.5,37.5%,0.0,-,37.5%,1.8,1.5,50.0%,0.3,0.00,4.7,1.7,2.0,0.6,104.0,3.5,2021-22,Butler,Big East,6.8,3.0,2.6,0.6,3.3,1.0,114.5,1.031375,1.05,3.573714375
Giorgia Gorini,7,Playmaking ball handler,Italy,U16,2023,9.0,3.4,0.381,2.0,2.4,20.0%,3.6,20.0%,25.6%,2.6,0.3,50.0%,1.4,0.82,2.7,1.7,0.9,0.7,33.0,3.4,2025-26,Ball St.,MAC,2.7,1.7,0.9,0.7,3.4,1.0,89.5,1.037625,1.01,3.5632042499999996
Giorgia Gorini,7,Playmaking wing,Italy,U18,2024,6.7,4.1,0.617,1.0,1.7,32.4%,3.0,23.8%,39.7%,0.9,0.3,100.0%,0.7,0.58,2.7,1.7,0.9,0.7,33.0,3.4,2025-26,Ball St.,MAC,2.7,1.7,0.9,0.7,3.4,1.0,89.5,1.037625,1.01,3.5632042499999996
Giorgia Gorini,7,Playmaking wing,Italy,U18,2025,9.9,5.3,0.536,2.7,2.4,25.5%,4.0,14.3%,29.8%,2.6,1.9,69.2%,1.4,1.12,2.7,1.7,0.9,0.7,33.0,3.4,2025-26,Ball St.,MAC,2.7,1.7,0.9,0.7,3.4,1.0,89.5,1.037625,1.01,3.5632042499999996
Mia Vuksic,12,Dynamic shooting wing,Croatia,U18,2019,13.9,11.6,0.832,1.0,1.6,31.9%,9.1,32.1%,44.3%,1.6,1.5,77.8%,0.8,0.63,4.4,0.4,0.9,0.3,78.0,2.7,2020-21,Kansas,Big 12,4.8,0.2,1.2,0.4,3.0,1.0,71.5,1.042125,1.13,3.5328037499999994
Elisa Leghissa,7,Stretch big,Italy,U18,2024,4.9,2.6,0.529,0.6,0.7,24.0%,0.3,0.0%,24.0%,6.0,1.3,66.7%,2.0,0.80,2.2,0.4,2.0,0.2,5.0,3.4,2025-26,Sacramento St.,Big Sky,2.2,0.4,2.0,0.2,3.4,1.0,224.0,1.004,1.0,3.4135999999999997
Sienna Harvey,6,Secondary ball handler,Australia,U16,2022,4.7,3.0,0.643,1.5,1.7,43.8%,0.7,0.0%,43.8%,1.5,0.7,100.0%,0.5,0.90,3.8,0.7,1.7,0.2,26.0,2.9,2025-26,Washington,Big Ten,3.8,0.7,1.7,0.2,2.9,1.0,48.5,1.047875,1.12,3.403498
Sienna Harvey,5,Scoring ball handler,Australia,U18,2024,10.0,7.8,0.78,2.6,2.6,50.0%,0.6,0.0%,50.0%,3.0,2.4,58.3%,0.8,1.00,3.8,0.7,1.7,0.2,26.0,2.9,2025-26,Washington,Big Ten,3.8,0.7,1.7,0.2,2.9,1.0,48.5,1.047875,1.12,3.403498
Emmy Ersdala,7,Dynamic shooting wing,Sweden,U18,2024,12.0,10.3,0.857,0.9,2.1,37.9%,6.0,35.7%,50.9%,4.3,3.1,59.1%,1.7,0.40,2.5,0.7,2.0,0.4,33.0,3.3,2025-26,UC Davis,Big West,2.5,0.7,2.0,0.4,3.3,1.0,136.0,1.026,1.0,3.3857999999999997
Lisa Kiefer,4,,Germany,U20,2021,0.8,0.5,0.667,0.0,0.5,100.0%,0.0,-,100.0%,0.8,0.0,-,0.0,0.00,1.1,0.3,1.9,0.6,28.0,2.6,2022-23,Montana,Big Sky,1.4,0.3,2.2,0.7,3.3,1.0,187.5,1.013125,1.0,3.3433125
Lana Beslic,5,Secondary ball handler,Croatia,U16,2021,16.2,9.8,0.605,5.0,3.8,30.8%,4.4,27.3%,36.5%,4.8,4.0,55.0%,1.8,1.32,1.8,1.7,2.3,0.5,36.0,2.5,2025-26,Wyoming,MWC,2.2,2.0,2.8,0.7,3.2,1.0,103.0,1.03425,1.01,3.3426959999999997
Lana Beslic,6,Playmaking ball handler,Croatia,U18,2023,11.5,9.7,0.841,4.7,1.7,35.4%,4.2,36.0%,44.8%,5.8,3.7,68.2%,2.2,2.80,1.8,1.7,2.3,0.5,36.0,2.5,2025-26,Wyoming,MWC,2.2,2.0,2.8,0.7,3.2,1.0,103.0,1.03425,1.01,3.3426959999999997
Jada Bediako,6,Post-up big,Canada,U16,2021,9.0,7.5,0.833,0.2,0.5,44.4%,0.0,-,44.4%,4.8,2.5,33.3%,0.5,0.33,2.1,0.3,2.1,0.6,65.0,3.1,2024-25,Marquette,Big East,2.0,0.3,2.3,0.5,3.0,1.0,45.5,1.048625,1.05,3.30316875
Jada Bediako,7,Rim-finishing big,Canada,U17,2022,4.1,4.4,1.069,0.1,0.3,54.2%,0.0,-,54.2%,2.9,1.0,71.4%,0.6,0.50,2.1,0.3,2.1,0.6,65.0,3.1,2024-25,Marquette,Big East,2.0,0.3,2.3,0.5,3.0,1.0,45.5,1.048625,1.05,3.30316875
Jada Bediako,5,,Canada,U19,2023,1.8,2.0,1.111,0.2,0.6,83.3%,0.0,-,83.3%,1.6,0.0,-,0.4,0.33,2.1,0.3,2.1,0.6,65.0,3.1,2024-25,Marquette,Big East,2.0,0.3,2.3,0.5,3.0,1.0,45.5,1.048625,1.05,3.30316875
Martha Pietsch,13,Secondary ball handler,Germany,U20,2022,12.6,8.9,0.707,2.5,2.7,36.1%,4.2,24.1%,41.6%,1.7,1.6,81.0%,0.5,0.94,2.9,1.2,1.3,0.2,59.0,3.0,2022-23,Oregon St.,Pac-12,2.8,1.3,1.3,0.1,2.7,1.0,17.0,1.05575,1.14,3.2495985
Martha Pietsch,5,Secondary ball handler,Germany,U20,2023,12.6,8.6,0.683,0.6,3.0,34.1%,3.8,26.3%,39.8%,1.6,1.6,100.0%,0.4,0.20,2.9,1.2,1.3,0.2,59.0,3.0,2022-23,Oregon St.,Pac-12,2.8,1.3,1.3,0.1,2.7,1.0,17.0,1.05575,1.14,3.2495985
Luisa Anderegg,2,,Germany,U20,2023,3.0,1.0,0.333,0.0,0.0,0.0%,2.0,0.0%,0.0%,0.0,1.0,100.0%,0.0,-,2.1,0.7,1.3,0.2,42.0,2.0,2025-26,Pacific,WCC,2.8,0.7,1.5,0.3,3.1,1.0,151.0,1.02225,1.02,3.2323545
Jessica Clarke,4,,Canada,U19,2021,3.0,3.3,1.083,0.0,0.5,66.7%,0.3,0.0%,66.7%,3.3,0.8,33.3%,0.3,0.00,2.6,0.3,1.8,0.5,82.0,2.9,2023-24,Washington St.,Pac-12,2.3,0.3,1.6,0.5,2.7,1.0,59.0,1.04525,1.14,3.2172795
Chiara Grattini,5,,Italy,U20,2021,2.2,2.2,1.0,0.4,0.2,28.6%,1.0,40.0%,42.9%,2.0,1.2,83.3%,0.2,2.00,1.7,1.3,1.1,0.5,61.0,1.8,2023-24,Tulane,AAC,2.7,1.9,1.4,0.8,2.9,1.0,104.0,1.034,1.03,3.0885580000000004
Martina Fantini,7,Playmaking big,Italy,U18,2022,3.6,2.9,0.8,1.4,0.9,47.1%,0.0,-,47.1%,2.3,0.9,66.7%,0.6,1.67,1.6,0.3,1.9,0.7,32.0,2.6,2025-26,Arizona St.,Big 12,1.6,0.3,1.9,0.7,2.6,1.0,45.5,1.048625,1.13,3.0808602499999993
Martina Fantini,6,Post-up big,Italy,U18,2023,5.8,4.2,0.714,0.2,1.2,45.0%,0.0,-,45.0%,3.8,3.0,38.9%,1.0,0.14,1.6,0.3,1.9,0.7,32.0,2.6,2025-26,Arizona St.,Big 12,1.6,0.3,1.9,0.7,2.6,1.0,45.5,1.048625,1.13,3.0808602499999993
Martina Fantini,7,Post-up big,Italy,U20,2025,7.6,7.0,0.925,0.9,1.9,55.9%,0.3,50.0%,57.4%,3.1,1.9,76.9%,1.7,0.46,1.6,0.3,1.9,0.7,32.0,2.6,2025-26,Arizona St.,Big 12,1.6,0.3,1.9,0.7,2.6,1.0,45.5,1.048625,1.13,3.0808602499999993
Emilija Dakic,7,Dynamic shooting wing,Australia,U17,2024,4.3,2.1,0.5,0.6,1.6,37.5%,0.9,0.0%,37.5%,2.3,0.9,50.0%,1.0,0.36,1.6,0.5,1.1,0.6,30.0,2.6,2025-26,Florida,SEC,1.6,0.5,1.1,0.6,2.6,1.0,55.5,1.046125,1.13,3.07351525
