NAME,GP,ROLE,COUNTRY,FIBA_CLASS,FIBA_YEAR,POSS,PTS,PPP,AST,TO,FG%,3FG_ATT,3FG%,EFG%,TOT_REB,FT_ATT,FT%,STL_BLK,AST_TO,PTS/G_career,AST_career,TRB_career,STL_BLK_career,G_career,PER_career,best_season,bestteam,bestconf,PTS/G_best,AST_best,TRB_best,STL_BLK_best,PER_best,made_d1,bestteam_rank,team_mult,conf_mult,league_adj_best
Chance Berry,6,Playmaking wing,Canada,U16,2019,12.8,9.8,0.766,2.5,3.3,47.9%,1.0,0.0%,47.9%,2.7,3.2,68.4%,1.7,0.75,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Jordyn Wheeler,6,Spot-up shooting wing,Canada,U16,2019,10.0,7.3,0.733,0.7,2.5,41.7%,1.2,42.9%,45.8%,3.0,3.0,61.1%,1.0,0.27,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Marie Talle,6,Rim-finishing big,Canada,U16,2019,6.3,4.3,0.684,0.0,1.0,37.5%,0.0,-,37.5%,5.7,3.0,44.4%,1.5,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Avery Arije,5,,Canada,U16,2019,3.8,3.4,0.895,1.2,1.2,53.8%,1.8,33.3%,65.4%,0.2,0.0,-,1.4,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Jayda Queeley,6,Spot-up shooting wing,Canada,U16,2019,4.2,3.0,0.72,0.7,0.7,35.0%,1.8,27.3%,42.5%,3.0,0.3,50.0%,1.7,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Delaney Gibb,6,Playmaking wing,Canada,U16,2021,17.5,14.0,0.8,3.3,3.8,42.5%,5.7,32.4%,49.4%,7.0,1.2,71.4%,3.7,0.87,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Raynne Malik,6,,Canada,U16,2021,3.5,2.5,0.714,0.5,0.8,42.9%,0.5,0.0%,42.9%,3.2,0.7,75.0%,1.5,0.60,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Delaney Gibb,7,Playmaking wing,Canada,U17,2022,15.4,9.6,0.62,3.3,4.0,32.4%,5.1,27.8%,39.2%,3.0,2.0,64.3%,1.7,0.82,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Agot Akol Makeer,7,Dynamic shooting wing,Canada,U17,2024,17.6,18.0,1.024,2.3,2.6,48.9%,5.9,34.1%,56.7%,7.0,5.4,63.2%,4.6,0.89,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Savannah Swords,7,Slashing wing,Canada,U17,2024,14.3,16.3,1.14,2.1,2.4,48.5%,3.4,45.8%,56.6%,5.9,6.0,88.1%,3.4,0.88,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Jordyn Wheeler,7,Slashing wing,Canada,U17,2024,8.7,8.4,0.967,1.3,1.4,54.3%,0.7,0.0%,54.3%,2.4,1.7,75.0%,1.7,0.90,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Yohana Fami,7,Playmaking big,Canada,U17,2024,8.4,6.4,0.763,0.7,2.0,41.4%,0.0,-,41.4%,4.6,4.9,61.8%,2.7,0.36,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Chance Berry,2,,Canada,U17,2024,4.5,5.5,1.222,1.5,0.5,60.0%,0.0,-,60.0%,1.5,4.0,62.5%,2.0,3.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Emilia Krstevski,5,Post-up big,Canada,U17,2024,5.6,4.8,0.857,0.0,0.2,40.0%,0.0,-,40.0%,2.0,0.8,100.0%,0.2,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Brooke Mcleod,5,,Canada,U17,2024,3.8,2.8,0.737,0.8,0.8,46.7%,0.0,-,46.7%,2.8,0.0,-,0.8,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Avery Arije,5,,Canada,U17,2024,4.0,1.6,0.4,1.4,0.8,14.3%,1.2,33.3%,21.4%,2.4,0.8,50.0%,0.6,1.75,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Kali Grootenboer,5,,Canada,U18,2022,3.8,2.4,0.632,0.0,1.0,50.0%,0.0,-,50.0%,4.2,0.8,0.0%,1.2,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Taliyah Henderson,6,Slashing wing,Canada,U18,2024,12.8,9.7,0.753,1.2,2.3,30.6%,2.7,25.0%,34.7%,6.3,5.0,80.0%,0.8,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Kamora Morgan,6,Spot-up shooting wing,Canada,U18,2024,6.0,6.8,1.139,0.5,0.2,50.0%,3.0,33.3%,59.4%,1.3,1.2,42.9%,0.7,3.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ifeoma Nwaobi,6,Rim-finishing big,Canada,U18,2024,8.0,6.0,0.75,0.7,1.7,44.1%,0.0,-,44.1%,6.2,1.5,66.7%,1.7,0.40,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Chante Murray,4,,Canada,U18,2024,3.0,1.8,0.583,1.0,1.0,28.6%,0.8,33.3%,35.7%,2.3,0.5,100.0%,1.0,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Shayeann Wilson,7,Scoring ball handler,Canada,U19,2021,26.4,18.1,0.686,5.7,5.1,28.5%,7.4,28.8%,34.2%,5.9,6.4,84.4%,1.3,1.11,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Isaline Alexander,6,Rim-finishing big,Canada,U19,2021,5.7,4.0,0.706,0.2,0.7,25.0%,0.0,-,25.0%,5.5,3.7,63.6%,1.2,0.25,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Izabella Zingaro,5,,Canada,U19,2021,2.8,2.6,0.929,0.0,0.6,55.6%,0.0,-,55.6%,2.0,0.8,75.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Delaney Gibb,7,Spot-up shooting wing,Canada,U19,2023,10.9,10.0,0.921,1.6,2.4,44.8%,5.9,41.5%,59.5%,4.4,0.3,50.0%,1.7,0.65,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Brooke Mcleod,7,Playmaking big,Canada,U19,2025,5.4,3.9,0.711,2.6,1.1,39.1%,0.6,25.0%,41.3%,4.0,2.0,57.1%,1.0,2.25,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ifeoma Nwaobi,7,Rim-finishing big,Canada,U19,2025,3.6,2.6,0.72,0.7,0.4,42.1%,0.0,-,42.1%,3.9,0.9,33.3%,0.7,1.67,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nina Novak,5,Playmaking wing,Croatia,U16,2021,10.4,7.0,0.673,0.6,1.0,30.2%,3.2,18.8%,33.7%,1.8,2.0,60.0%,1.6,0.60,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Karolina Skare,5,Stretch big,Croatia,U16,2021,9.6,6.6,0.688,0.6,2.8,40.7%,1.6,37.5%,46.3%,4.0,2.8,57.1%,1.4,0.21,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Marija Smiljanic,5,Playmaking wing,Croatia,U16,2021,8.8,5.8,0.659,2.0,2.0,36.7%,1.6,12.5%,38.3%,2.6,1.8,66.7%,0.6,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ella Majstorovic,5,Playmaking wing,Croatia,U16,2021,5.8,4.8,0.828,1.0,1.4,47.1%,0.2,0.0%,47.1%,1.2,2.4,66.7%,1.4,0.71,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Franka Cuklin,5,Slashing wing,Croatia,U16,2021,8.2,4.0,0.488,1.4,2.0,30.0%,1.0,0.0%,30.0%,5.2,0.8,50.0%,4.0,0.70,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Tonka Jaksic,5,,Croatia,U16,2021,4.0,2.2,0.550,0.2,1.8,33.3%,0.6,33.3%,38.9%,0.6,0.8,100.0%,0.4,0.11,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Lucija Begonja,4,,Croatia,U16,2021,4.3,2.0,0.471,0.8,2.3,57.1%,0.5,0.0%,57.1%,0.5,0.5,0.0%,0.5,0.33,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Petra Brtan,5,,Croatia,U16,2021,2.8,1.2,0.429,0.6,0.2,23.1%,0.4,0.0%,23.1%,0.4,0.0,-,0.0,3.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Zara Valcic,3,,Croatia,U16,2021,2.3,0.3,0.143,0.3,0.7,0.0%,0.3,0.0%,0.0%,1.7,0.7,50.0%,1.0,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ella Majstorovic,7,Playmaking ball handler,Croatia,U16,2023,16.7,9.0,0.538,5.4,3.1,26.9%,3.7,26.9%,31.4%,6.9,5.1,38.9%,2.0,1.73,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Zara Valcic,7,Playmaking wing,Croatia,U16,2023,9.0,8.9,0.984,4.0,2.0,59.0%,1.4,20.0%,61.5%,5.1,3.1,63.6%,3.4,2.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Gina Pirjak,7,Spot-up shooting wing,Croatia,U16,2023,10.1,6.7,0.662,0.3,1.7,26.3%,4.9,35.3%,36.8%,4.4,0.7,100.0%,1.3,0.17,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Tonka Jaksic,7,Secondary ball handler,Croatia,U16,2023,11.0,5.7,0.519,2.7,3.6,23.4%,5.0,28.6%,34.0%,2.4,1.7,66.7%,0.6,0.76,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Hana Arnautovic,7,Playmaking wing,Croatia,U16,2023,7.9,4.9,0.618,1.0,1.1,23.1%,3.6,16.0%,28.2%,1.4,2.4,70.6%,1.1,0.88,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Andrea Stankovic,1,,Croatia,U16,2023,1.0,0.0,0.000,0.0,0.0,0.0%,0.0,-,0.0%,0.0,0.0,-,0.0,-,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Viktoria Rogic,1,,Croatia,U16,2023,1.0,0.0,0.000,0.0,1.0,-,0.0,-,-,1.0,0.0,-,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Hana Budimir,1,,Croatia,U16,2023,1.0,0.0,0.000,0.0,1.0,-,0.0,-,-,0.0,0.0,-,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Jelena Brkicic,4,,Croatia,U16,2023,0.8,0.0,0.000,0.0,0.3,0.0%,0.0,-,0.0%,0.8,0.0,-,0.3,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Josipa Milkovic,1,,Croatia,U16,2023,0.0,0.0,-,0.0,0.0,-,0.0,-,-,0.0,0.0,-,0.0,-,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Olivia Vukosa,7,Post-up big,Croatia,U16,2024,24.7,22.6,0.913,1.3,3.6,44.2%,3.9,25.9%,47.1%,17.0,8.6,75.0%,2.9,0.36,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Hana Arnautovic,7,Playmaking ball handler,Croatia,U16,2024,18.7,16.3,0.870,5.9,4.3,38.0%,6.6,34.8%,48.1%,7.6,7.0,77.6%,2.3,1.37,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Lea Vukic,7,Slashing wing,Croatia,U16,2024,11.3,8.0,0.709,0.6,1.4,33.3%,1.0,28.6%,35.0%,5.4,2.9,70.0%,1.1,0.40,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ana Pavic,7,Spot-up shooting wing,Croatia,U16,2024,7.4,5.3,0.712,0.4,1.1,29.5%,4.7,33.3%,42.0%,2.3,0.0,-,1.1,0.38,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Katja Bakalar,6,Slashing wing,Croatia,U16,2024,4.5,3.0,0.667,0.3,1.2,41.2%,1.2,28.6%,47.1%,1.3,1.0,33.3%,0.7,0.29,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Lori Zlatoper,7,,Croatia,U16,2024,3.1,1.6,0.500,0.4,1.1,35.7%,0.4,33.3%,39.3%,1.7,0.0,-,0.3,0.38,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Marija Rozic,2,,Croatia,U16,2024,0.5,1.0,2.000,0.5,0.0,100.0%,0.0,-,100.0%,0.0,0.0,-,0.0,-,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Una Majstorovic,7,,Croatia,U16,2024,2.6,1.0,0.389,1.3,0.9,18.2%,0.4,66.7%,27.3%,1.9,0.3,50.0%,0.6,1.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nika Gazic,3,,Croatia,U16,2024,2.3,1.0,0.429,0.0,1.3,33.3%,1.0,33.3%,50.0%,0.3,0.0,-,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Petra Loncar,4,,Croatia,U16,2024,0.5,0.0,0.000,0.5,0.0,0.0%,0.0,-,0.0%,0.3,0.0,-,0.0,-,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Matea Matijevic,2,,Croatia,U16,2024,1.0,0.0,0.000,0.5,1.0,-,0.0,-,-,0.0,0.0,-,0.0,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Lola Stipic,5,,Croatia,U17,2024,4.4,1.8,0.409,0.6,1.6,28.6%,1.2,16.7%,32.1%,1.8,0.0,-,0.2,0.38,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Mia Ratkovic,3,,Croatia,U17,2024,2.7,0.0,0.000,0.0,0.3,0.0%,1.0,0.0%,0.0%,0.0,0.0,-,0.3,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Josipa Tuftan,2,,Croatia,U18,2019,9.5,8.5,0.895,0.0,2.0,50.0%,0.0,-,50.0%,0.0,3.0,83.3%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ana Mandic,12,Rim-finishing big,Croatia,U18,2019,8.4,7.9,0.941,0.7,1.7,55.7%,0.4,40.0%,57.1%,4.2,2.0,62.5%,0.8,0.40,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Josipa Juric,9,Post-up big,Croatia,U18,2019,11.3,6.7,0.588,0.4,3.0,35.9%,0.0,-,35.9%,3.2,2.6,60.9%,2.7,0.15,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Iva Bosnjak,11,Spot-up shooting wing,Croatia,U18,2019,9.7,6.0,0.617,0.4,1.1,22.5%,5.9,24.6%,31.5%,2.8,1.2,76.9%,0.8,0.33,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Viktorija Curic,10,Stretch big,Croatia,U18,2019,5.2,3.5,0.673,0.3,1.2,44.7%,0.1,0.0%,44.7%,1.7,0.5,20.0%,0.8,0.25,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Patricija Peric,3,,Croatia,U18,2019,5.3,3.0,0.563,0.0,0.7,23.1%,2.7,12.5%,26.9%,0.0,0.7,100.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Gabrijela Grizelj,11,Playmaking ball handler,Croatia,U18,2019,4.7,2.0,0.423,0.7,1.8,27.6%,0.7,25.0%,31.0%,0.9,0.5,66.7%,0.2,0.40,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Edita Poljac,9,Secondary ball handler,Croatia,U18,2019,5.7,2.0,0.353,1.0,1.9,18.8%,2.0,22.2%,25.0%,1.2,0.4,50.0%,0.7,0.53,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Barbara Turkalj,2,,Croatia,U18,2019,3.0,0.0,0.000,0.0,1.0,0.0%,0.5,0.0%,0.0%,0.0,0.0,-,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Dorja Zaja,5,Rim-finishing big,Croatia,U18,2021,17.4,14.6,0.839,1.4,2.8,47.7%,0.6,0.0%,47.7%,10.2,3.6,61.1%,3.6,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Hana Muhl,5,Playmaking wing,Croatia,U18,2021,14.2,12.6,0.887,3.8,1.4,41.1%,4.6,30.4%,47.3%,3.6,3.4,58.8%,1.6,2.71,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Magdalena Mihaljevic,2,,Croatia,U18,2021,6.0,8.5,1.417,0.5,1.0,66.7%,2.0,50.0%,77.8%,1.0,2.0,75.0%,0.0,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Lina Strilic,4,,Croatia,U18,2021,5.5,3.3,0.591,0.8,0.5,17.6%,1.8,14.3%,20.6%,1.5,2.3,66.7%,0.3,1.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nika Rodek,5,,Croatia,U18,2021,4.8,3.0,0.625,3.8,1.6,46.2%,1.6,37.5%,57.7%,3.4,1.2,0.0%,2.8,2.38,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Tea Josipovic,4,,Croatia,U18,2021,4.3,2.3,0.529,0.0,1.3,22.2%,0.5,0.0%,22.2%,3.3,1.8,71.4%,0.3,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nela Ljubic,4,,Croatia,U18,2021,2.8,1.5,0.545,0.5,1.0,50.0%,0.0,-,50.0%,1.0,0.5,0.0%,0.5,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Elena Pericic,4,,Croatia,U18,2021,2.8,1.0,0.364,0.0,0.8,14.3%,0.8,33.3%,21.4%,1.0,0.5,50.0%,0.5,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Iva Pavic,2,,Croatia,U18,2021,2.0,0.0,0.000,0.5,1.0,0.0%,0.0,-,0.0%,0.5,1.0,0.0%,0.0,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Dorja Zaja,7,Post-up big,Croatia,U18,2022,16.6,14.6,0.879,3.1,2.0,48.2%,0.1,100.0%,48.8%,9.9,5.3,51.4%,2.7,1.57,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nika Rodek,7,Playmaking ball handler,Croatia,U18,2022,8.3,9.0,1.086,3.7,1.9,71.4%,1.1,12.5%,72.6%,2.6,1.0,28.6%,5.3,2.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ivona Jakovljevic,7,Secondary ball handler,Croatia,U18,2022,11.6,8.0,0.691,4.9,2.9,45.0%,1.4,10.0%,45.8%,4.6,0.3,50.0%,3.0,1.70,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nina Novak,6,Playmaking wing,Croatia,U18,2022,9.2,6.5,0.709,1.3,1.7,30.6%,3.0,38.9%,40.3%,1.7,3.0,55.6%,1.0,0.80,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Franka Cuklin,7,Spot-up shooting wing,Croatia,U18,2022,7.0,6.1,0.878,1.0,1.4,48.6%,1.9,30.8%,54.1%,4.6,0.7,60.0%,1.9,0.70,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Karolina Skare,7,Rim-finishing big,Croatia,U18,2022,6.4,4.6,0.711,0.6,1.0,32.3%,0.6,75.0%,37.1%,2.4,2.0,64.3%,0.4,0.57,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ani Putica,6,Spot-up shooting wing,Croatia,U18,2022,6.0,3.7,0.611,0.8,1.2,20.8%,2.3,35.7%,31.3%,3.3,1.7,70.0%,1.2,0.71,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nina Novak,7,Secondary ball handler,Croatia,U18,2023,14.3,12.6,0.880,4.0,1.9,42.0%,5.7,30.0%,49.4%,4.6,1.9,61.5%,1.7,2.15,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Tara Kokolic,7,Playmaking wing,Croatia,U18,2023,5.0,4.0,0.800,1.6,0.4,32.3%,2.1,33.3%,40.3%,2.9,0.4,100.0%,1.1,3.67,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Iva Medugorac,6,Slashing wing,Croatia,U18,2023,4.3,3.2,0.731,0.2,0.8,47.1%,1.2,14.3%,50.0%,1.2,1.5,22.2%,1.0,0.20,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Petra Brtan,4,,Croatia,U18,2023,3.3,3.0,0.923,0.8,0.5,45.5%,1.3,40.0%,54.5%,1.8,0.0,-,0.5,1.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Kristina Maricevic,5,Post-up big,Croatia,U18,2023,5.0,1.4,0.280,0.4,1.4,18.8%,0.0,-,18.8%,3.6,0.8,25.0%,0.4,0.29,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Gina Pirjak,7,Secondary ball handler,Croatia,U18,2024,14.4,8.6,0.594,2.7,3.9,28.4%,4.4,32.3%,35.8%,5.3,2.3,75.0%,3.0,0.70,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ella Majstorovic,7,Playmaking ball handler,Croatia,U18,2024,4.6,3.1,0.688,2.3,1.1,36.8%,1.3,33.3%,44.7%,3.1,1.4,50.0%,2.0,2.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Ana Krvavica,6,,Croatia,U18,2024,1.2,1.5,1.286,0.0,0.2,50.0%,0.8,60.0%,75.0%,1.8,0.0,-,0.2,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Andrea Stankovic,5,,Croatia,U18,2024,2.4,1.0,0.417,0.4,0.4,0.0%,0.8,0.0%,0.0%,1.4,1.2,83.3%,0.2,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Hana Budimir,3,,Croatia,U18,2024,0.7,0.0,0.000,0.0,0.7,-,0.0,-,-,0.0,0.0,-,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Jelena Brkicic,1,,Croatia,U18,2024,0.0,0.0,-,0.0,0.0,-,0.0,-,-,0.0,0.0,-,1.0,-,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Anna Brozova,5,Playmaking wing,Czechia,U16,2021,14.2,11.2,0.789,2.8,2.8,43.4%,2.4,41.7%,48.1%,4.0,1.6,62.5%,1.6,1.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Mariana Pribylova,5,Playmaking wing,Czechia,U16,2021,13.2,11.2,0.848,2.8,3.6,45.5%,2.0,40.0%,51.5%,3.0,6.8,64.7%,1.6,0.78,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Eliska Trollerova,5,Playmaking wing,Czechia,U16,2021,9.8,8.4,0.857,1.2,2.8,41.9%,4.0,50.0%,58.1%,3.6,1.6,75.0%,0.8,0.43,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Karolina Petlanova,5,Slashing wing,Czechia,U16,2021,9.4,6.2,0.660,1.0,2.2,35.5%,1.6,37.5%,40.3%,3.6,2.2,54.5%,0.4,0.45,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Emma Frankova,4,,Czechia,U16,2021,3.5,5.0,1.429,0.5,0.8,77.8%,1.5,66.7%,100.0%,1.3,1.0,50.0%,0.3,0.67,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nella Klapkova,5,Rim-finishing big,Czechia,U16,2021,8.8,4.4,0.500,1.2,1.4,26.7%,0.2,0.0%,26.7%,5.0,3.0,40.0%,2.2,0.86,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Tereza Travnickova,5,Post-up big,Czechia,U16,2021,6.0,3.4,0.567,0.4,1.2,28.6%,0.6,33.3%,31.0%,4.0,1.2,66.7%,0.4,0.33,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Adela Mezihorakova,5,Slashing wing,Czechia,U16,2021,8.6,3.4,0.395,1.0,1.4,18.2%,1.8,11.1%,19.7%,3.2,1.4,57.1%,1.0,0.71,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Vendula Krausova,5,Slashing wing,Czechia,U16,2021,6.6,3.0,0.455,1.4,1.8,25.0%,1.6,0.0%,25.0%,2.6,1.8,55.6%,1.6,0.78,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Lucie Franova,5,Rim-finishing big,Czechia,U16,2021,5.4,2.4,0.444,0.6,1.2,26.3%,0.0,-,26.3%,3.0,0.8,50.0%,1.6,0.50,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Zuzana Bartu,5,,Czechia,U16,2021,4.2,2.2,0.524,0.6,0.8,21.4%,1.2,16.7%,25.0%,1.6,1.2,66.7%,0.4,0.75,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Natalie Vlachova,5,,Czechia,U16,2021,4.6,1.8,0.391,0.2,1.2,9.1%,0.4,0.0%,9.1%,1.2,2.4,58.3%,0.8,0.17,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Barbora Vyhlidova,1,,Czechia,U16,2022,11.0,13.0,1.182,0.0,1.0,60.0%,0.0,-,60.0%,0.0,1.0,100.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Emilie Brzonova,7,Secondary ball handler,Czechia,U16,2022,16.9,13.0,0.771,2.1,2.3,35.9%,4.7,30.3%,41.3%,2.7,3.1,68.2%,2.0,0.94,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Amalie Kolarikova,1,,Czechia,U16,2022,14.0,10.0,0.714,0.0,3.0,44.4%,2.0,0.0%,44.4%,0.0,4.0,50.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Barbora Subova,1,,Czechia,U16,2022,15.0,7.0,0.467,0.0,3.0,22.2%,0.0,-,22.2%,0.0,6.0,50.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Karolina Tausova,1,,Czechia,U16,2022,8.0,7.0,0.875,0.0,2.0,60.0%,0.0,-,60.0%,0.0,3.0,33.3%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Anna Belacova,1,,Czechia,U16,2022,5.0,7.0,1.400,0.0,2.0,100.0%,1.0,100.0%,125.0%,0.0,2.0,100.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Bohdana Metysova,1,,Czechia,U16,2022,13.0,7.0,0.538,0.0,2.0,30.0%,0.0,-,30.0%,0.0,2.0,50.0%,0.0,0.00,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Martina Kopecka,2,,Czechia,U16,2022,8.0,6.5,0.813,3.0,2.5,55.6%,1.5,33.3%,61.1%,2.5,2.0,50.0%,2.5,1.20,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Julie Pilarova,7,Playmaking wing,Czechia,U16,2022,13.6,6.4,0.474,1.6,4.7,30.9%,2.7,15.8%,33.6%,2.3,2.4,47.1%,1.1,0.33,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Nikola Kubinova,7,Slashing wing,Czechia,U16,2022,10.0,6.1,0.614,1.9,2.0,26.7%,1.4,30.0%,30.0%,5.0,3.3,69.6%,0.9,0.93,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
Marie Stankova,7,Slashing wing,Czechia,U16,2022,8.1,6.0,0.737,1.1,1.9,38.5%,1.7,41.7%,44.9%,2.6,1.6,63.6%,1.6,0.62,,,,,,,,,,,,,,,0.0,180.0,1.015,1.0,
